Raw Symbols
Total Count  : 21842
Total Size   : 1073672
Unattributed : 175711
--------------------------------------
Sorted by Size
        Size Section/Type  Name                                                                                                                      Source
        2344         code  static  winrt::Microsoft::AI::MachineLearning::implementation::LearningModelSession::EvaluateAsync$_ResumeCoro$2()        c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelsession.cpp
        2338         code  private: static void __cdecl _winml::TensorToVideoFrameConverter::ConvertCPUTensorToSoftwareBitmap(void *,struct _winml::ImageTensorDescription const &,struct winrt::Windows::Graphics::Imaging::SoftwareBitmap &)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\tensortovideoframeconverter.cpp
        2330         code  private: static void __cdecl _winml::VideoFrameToTensorConverter::ConvertSoftwareBitmapToCPUTensor(struct winrt::Windows::Graphics::Imaging::SoftwareBitmap const &,struct _winml::ImageTensorDescription const &,struct winrt::Windows::Graphics::Imaging::BitmapBounds const &,void *)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\videoframetotensorconverter.cpp
        2260         code  public: static long __cdecl _winml::CpuDetensorizer::Detensorize<float>(enum _winml::ImageTensorChannelType,enum _winml::ImageTensorChannelType,float const *,unsigned int,unsigned int,unsigned int,unsigned char *)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\cpudetensorizer.h
        2239         code  public: virtual long __cdecl _winml::OnnxruntimeValue::GetResource(class std::unique_ptr<void,class std::function<void __cdecl(void *)> > &)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        2143         code  public: void __cdecl wil::StoredFailureInfo::SetFailureInfo(struct wil::FailureInfo const &)                              c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\result_macros.h
        2020         code  public: virtual long __cdecl winrt::Microsoft::AI::MachineLearning::implementation::ImageFeatureValue::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\imagefeaturevalue.cpp
        1873         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceMapInt64BitFloat,struct winrt::Windows::Foundation::Collections::IMap<__int64,float>,float>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1873         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceMapStringFloat,struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float>,float>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1826         code  private: void __cdecl _winml::VideoFrameToTensorConverter::ConvertSoftwareBitmapToGPUTensor(unsigned int,struct winrt::Windows::Media::IVideoFrame const &,class _winml::D3DDeviceCache &,struct winrt::Windows::Graphics::Imaging::BitmapBounds const &,struct _winml::ImageTensorDescription const &,struct ID3D12Resource *)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\videoframetotensorconverter.cpp
        1783         code  static void WinmlOrtLoggingCallback(void *, OrtLoggingLevel, const char *, const char *, const char *, const char *)      c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeenvironment.cpp
        1762         code  public: class std::unordered_map<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct winrt::Windows::Foundation::IInspectable,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct winrt::Windows::Foundation::IInspectable> > > __cdecl winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::UpdateProviders(void)  c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelbinding.cpp
        1762         code  public: virtual void __cdecl _winml::TensorToVideoFrameConverter::DX12TensorToVideoFrame(unsigned int,struct winrt::Microsoft::AI::MachineLearning::LearningModelSession &,struct ID3D12Resource *,struct _winml::ImageTensorDescription const &,struct winrt::Windows::Media::VideoFrame &)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\tensortovideoframeconverter.cpp
        1736         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorDouble,struct winrt::Microsoft::AI::MachineLearning::TensorDouble,double>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1736         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorFloat,struct winrt::Microsoft::AI::MachineLearning::TensorFloat,float>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1736         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorInt64Bit,struct winrt::Microsoft::AI::MachineLearning::TensorInt64Bit,__int64>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1708         code  public: static long __cdecl _winml::CpuDetensorizer::Detensorize<unsigned short>(enum _winml::ImageTensorChannelType,enum _winml::ImageTensorChannelType,unsigned short const *,unsigned int,unsigned int,unsigned int,unsigned char *)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\cpudetensorizer.h
        1657         code  public: void __cdecl winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::BindUnboundOutputs(void)  c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelbinding.cpp
        1656         code  static HRESULT FillMapTensors<HSTRING__ *,HSTRING__ *>::Run(const struct OrtApi *, struct IInspectable *, struct OrtValue *, struct OrtValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1650         code  private: unsigned __int64 __cdecl winrt::Microsoft::AI::MachineLearning::implementation::LearningModelSession::Run(struct winrt::com_ptr<struct winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding>)  c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelsession.cpp
        1643         code  public: virtual long __cdecl _winml::OnnxruntimeEngine::FillFromMapValue(struct IInspectable *,enum winrt::Microsoft::AI::MachineLearning::TensorKind,enum winrt::Microsoft::AI::MachineLearning::TensorKind,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1639         code  static _winml::TensorType _winml::GetTensorType(class _winml::OnnxruntimeEngineFactory *, struct OrtTypeInfo *, const class std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > & const)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimedescriptorconverter.cpp
        1569         code  static class std::shared_ptr<std::pair<std::vector<std::basic_string_view<char,std::char_traits<char> >,std::allocator<std::basic_string_view<char,std::char_traits<char> > > >,std::unique_ptr<unsigned char [0],std::default_delete<unsigned char [0]> > > > GetStrings(const struct OrtApi *, const struct OrtValue *, struct OrtTensorTypeAndShapeInfo *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1552         code  private: void __cdecl winrt::Microsoft::AI::MachineLearning::implementation::LearningModelSession::Initialize(void)       c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelsession.cpp
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorBoolean,struct winrt::Microsoft::AI::MachineLearning::TensorBoolean,bool>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorFloat16Bit,struct winrt::Microsoft::AI::MachineLearning::TensorFloat16Bit,struct _winml::Half>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorInt16Bit,struct winrt::Microsoft::AI::MachineLearning::TensorInt16Bit,short>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorInt32Bit,struct winrt::Microsoft::AI::MachineLearning::TensorInt32Bit,int>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorInt8Bit,struct winrt::Microsoft::AI::MachineLearning::TensorInt8Bit,signed char>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorString,struct winrt::Microsoft::AI::MachineLearning::TensorString,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorUInt16Bit,struct winrt::Microsoft::AI::MachineLearning::TensorUInt16Bit,unsigned short>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorUInt32Bit,struct winrt::Microsoft::AI::MachineLearning::TensorUInt32Bit,unsigned int>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorUInt64Bit,struct winrt::Microsoft::AI::MachineLearning::TensorUInt64Bit,unsigned __int64>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1494         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorUInt8Bit,struct winrt::Microsoft::AI::MachineLearning::TensorUInt8Bit,unsigned char>::GetValue(struct _winml::BindingContext &,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1471         code  public: virtual long __cdecl _winml::OnnxruntimeEngine::CreateTensorValueFromExternalD3DResource(struct ID3D12Resource *,__int64 const *,unsigned __int64,enum winrt::Microsoft::AI::MachineLearning::TensorKind,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1388         code  static struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor _winml::CreateImageFeatureDescriptor(class _winml::OnnxruntimeEngineFactory *, const struct _winml::OnnxruntimeValueInfoWrapper *, const class std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > & const)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimedescriptorconverter.cpp
        1380        rdata  float32::g_csTensorBGR8ToSurfaceGRAY8                                                                                     c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1380        rdata  float32::g_csTensorRGB8ToSurfaceGRAY8                                                                                     c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1376         code  static HRESULT FillMapTensors<__int64,HSTRING__ *>::Run(const struct OrtApi *, struct IInspectable *, struct OrtValue *, struct OrtValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1369         code  static HRESULT FillMapTensors<HSTRING__ *,double>::Run(const struct OrtApi *, struct IInspectable *, struct OrtValue *, struct OrtValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1369         code  static HRESULT FillMapTensors<HSTRING__ *,float>::Run(const struct OrtApi *, struct IInspectable *, struct OrtValue *, struct OrtValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1353         code  static HRESULT FillMapTensors<HSTRING__ *,__int64>::Run(const struct OrtApi *, struct IInspectable *, struct OrtValue *, struct OrtValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1352        rdata  float32::g_csSurfaceToTensorBGR8                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1352        rdata  float32::g_csSurfaceToTensorGRAY8                                                                                         c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1344         code  static bool EnsureMapTypeInfo(class _winml::OnnxruntimeEngine *, struct OrtTypeInfo *, winrt::Microsoft::AI::MachineLearning::TensorKind, winrt::Microsoft::AI::MachineLearning::TensorKind)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1336        rdata  float32::g_csTensorBGR8ToSurface                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1336        rdata  float32::g_csTensorRGB8ToSurface                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1335         code  private: void __cdecl _winml::TensorToVideoFrameConverter::ConvertDX12TensorToUnsupportedVideoFrameFormat(unsigned int,struct ID3D12Resource *,class _winml::D3DDeviceCache &,struct _winml::ImageTensorDescription const &,struct winrt::Windows::Media::VideoFrame &)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\tensortovideoframeconverter.cpp
        1326         code  void __cdecl _winml::compatibility_details::verify<0,3>(struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureValue,struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\featurecompatibility.h
        1323         code  private: struct winrt::Windows::Foundation::IInspectable __cdecl winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::CreateUnboundOutput(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,struct winrt::com_ptr<struct _winml::IValue>)  c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelbinding.cpp
        1316        rdata  float32::g_csSurfaceGRAY8ToTensorBGR8                                                                                     c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1277         code  public: virtual long __cdecl winrt::Microsoft::AI::MachineLearning::implementation::LearningModelBinding::Bind(wchar_t const *,unsigned int,struct IUnknown *)  c:\users\tiago\src\onnxruntime\winml\lib\api\learningmodelbinding.cpp
        1259         code  public: virtual long __cdecl _winml::OnnxruntimeValue::IsOfVectorTensorType(enum winrt::Microsoft::AI::MachineLearning::TensorKind,bool *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1245         code  public: virtual long __cdecl _winml::OnnxruntimeEngine::FillSequenceOfMapsValue(struct IInspectable *,enum winrt::Microsoft::AI::MachineLearning::TensorKind,enum winrt::Microsoft::AI::MachineLearning::TensorKind,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1240        rdata  float16::g_csTensorBGR8ToSurfaceGRAY8                                                                                     c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1240        rdata  float16::g_csTensorRGB8ToSurfaceGRAY8                                                                                     c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1239         code  static struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor _winml::CreateTensorFeatureDescriptor(class _winml::OnnxruntimeEngineFactory *, const struct _winml::OnnxruntimeValueInfoWrapper *, const class std::unordered_map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::hash<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::equal_to<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>,std::allocator<char> > const ,std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > & const, bool)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimedescriptorconverter.cpp
        1232          bss  GS_ContextRecord                                                                                                          d:\a01\_work\6\s\src\vctools\crt\vcstartup\src\gs\gs_report.c
        1222         code  public: __cdecl _winml::D3DDeviceCache::D3DDeviceCache(struct winrt::Windows::Graphics::DirectX::Direct3D11::IDirect3DDevice const &)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1212        rdata  float16::g_csSurfaceToTensorBGR8                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1212        rdata  float16::g_csSurfaceToTensorGRAY8                                                                                         c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1212        rdata  float16::g_csTensorBGR8ToSurface                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1212        rdata  float16::g_csTensorRGB8ToSurface                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1205         code  void __cdecl _winml::compatibility_details::verify<0,0>(struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureValue,struct winrt::Microsoft::AI::MachineLearning::ILearningModelFeatureDescriptor)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\featurecompatibility.h
        1203         code  static void winrt::Microsoft::AI::MachineLearning::implementation::GPUTensorize(struct winrt::Windows::Foundation::Collections::IVector<winrt::Windows::Media::VideoFrame>, class std::vector<winrt::Windows::Graphics::Imaging::BitmapBounds,std::allocator<winrt::Windows::Graphics::Imaging::BitmapBounds> >, struct _winml::ImageTensorDescription, struct winrt::com_ptr<winrt::Microsoft::AI::MachineLearning::implementation::LearningModelSession>, struct ID3D12Resource *, struct _winml::BindingContext & const)  c:\users\tiago\src\onnxruntime\winml\lib\api\imagefeaturevalue.cpp
        1180        rdata  float32::g_csSurfaceToTensorRGB8                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1179         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceMapInt64BitFloat,struct winrt::Windows::Foundation::Collections::IMap<__int64,float>,float>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1179         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceMapStringFloat,struct winrt::Windows::Foundation::Collections::IMap<struct winrt::hstring,float>,float>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1176        rdata  float16::g_csSurfaceGRAY8ToTensorBGR8                                                                                     c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1173         code  public: virtual long __cdecl _winml::TensorBase<struct _winml::Half,float,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat16Bit,struct winrt::Microsoft::AI::MachineLearning::ITensorFloat16Bit,struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat16Bit_base<struct winrt::Microsoft::AI::MachineLearning::implementation::TensorFloat16Bit,struct ITensorNative,struct _winml::ILotusValueProviderPrivate> >::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\tensorbase.h
        1125         code  private: static long __cdecl wil::details_abi::SemaphoreValue::TryGetValueInternal(wchar_t const *,bool,unsigned __int64 *,bool *)  c:\users\tiago\src\onnxruntime\cmake\external\wil\include\wil\result.h
        1104        rdata  float32::g_csSurfaceGRAY8ToTensorGRAY8                                                                                    c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1080        rdata  float32::g_csTensorGRAY8ToSurface                                                                                         c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1080        rdata  float32::g_csTensorGRAY8ToSurfaceGRAY8                                                                                    c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
        1080         code  public: virtual void __cdecl _winml::TensorToVideoFrameConverter::SoftwareTensorToVideoFrame(struct winrt::Microsoft::AI::MachineLearning::LearningModelSession &,unsigned char *,struct _winml::ImageTensorDescription,struct winrt::Windows::Media::VideoFrame &)  c:\users\tiago\src\onnxruntime\winml\lib\api.image\tensortovideoframeconverter.cpp
        1079         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorDouble,struct winrt::Microsoft::AI::MachineLearning::TensorDouble,double>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1079         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorFloat,struct winrt::Microsoft::AI::MachineLearning::TensorFloat,float>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1079         code  public: virtual long __cdecl _winml::SequenceBase<struct winrt::Microsoft::AI::MachineLearning::implementation::SequenceTensorInt64Bit,struct winrt::Microsoft::AI::MachineLearning::TensorInt64Bit,__int64>::UpdateSourceResourceData(struct _winml::BindingContext &,struct _winml::IValue *)  c:\users\tiago\src\onnxruntime\winml\lib\api\impl\sequencebase.h
        1072         code  HRESULT CreateSequenceOfMapsValue<HSTRING__ *,float>(class _winml::OnnxruntimeEngine *, struct IInspectable *, winrt::Microsoft::AI::MachineLearning::TensorKind, winrt::Microsoft::AI::MachineLearning::TensorKind, struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1072         code  long __cdecl CreateSequenceOfMapsValue<__int64,float>(class _winml::OnnxruntimeEngine *,struct IInspectable *,enum winrt::Microsoft::AI::MachineLearning::TensorKind,enum winrt::Microsoft::AI::MachineLearning::TensorKind,struct _winml::IValue * *)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimeengine.cpp
        1059         code  long __cdecl CreateFeatureDescriptors(class _winml::OnnxruntimeEngineFactory *,struct winml_adapter_api_model_feature_helper const *,struct OrtModel *,class std::vector<struct _winml::OnnxruntimeValueInfoWrapper,class std::allocator<struct _winml::OnnxruntimeValueInfoWrapper> > &)  c:\users\tiago\src\onnxruntime\winml\lib\api.ort\onnxruntimemodel.cpp
        1056        rdata  float16::g_csSurfaceToTensorRGB8                                                                                          c:\users\tiago\src\onnxruntime\winml\lib\api.image\d3ddevicecache.cpp
